GeneID,Entrez,Entry,Phylostrata
DEFB118,117285,Q96PH6,12
DEFB119,245932,Q8N690,12
DEFB121,245934,Q5J5C9,12
DEFB123,245936,Q8N688,12
DEFB124,245937,Q8NES8,12
DEFB125,245938,Q8N687,12
DEFB126,81623,Q9BYW3,12
DEFB127,140850,Q9H1M4,12
DEFB128,245939,Q7Z7B8,12
DEFB129,140881,Q9H1M3,12
DEFB130,245940,P0DP74,12
DEFB131,644414,P59861,12
DEFB132,400830,Q7Z7B7,12
DEFB133,403339,Q30KQ1,13
DEFB134,613211,Q4QY38,12
DEFB135,613209,Q30KP9,12
DEFB136,613210,Q30KP8,12
DEFB4A,1673,O15263,9
DEGS1,8560,O15121,2
DEGS2,123099,Q6QHC5,2
DEK,7913,P35659,2
DENND1A,57706,Q8TEH3,2
DENND1C,79958,Q8IV53,2
DENND2A,27147,Q9ULE3,2
DENND2C,163259,Q68D51,2
DENND2D,79961,Q9H6A0,2
DENND3,22898,A2RUS2,5
DENND4A,10260,Q7Z401,2
DENND4B,9909,O75064,2
DENND5A,23258,Q6IQ26,2
DENND5B,160518,Q6ZUT9,2
DENND6A,201627,Q8IWF6,2
DENND6B,414918,Q8NEG7,2
DENR,8562,O43583,2
DEPDC1,55635,Q5TB30,6
DEPDC1B,55789,Q8WUY9,5
DEPDC5,9681,O75140,2
DEPDC7,91614,Q96QD5,4
DEPTOR,64798,Q8TB45,2
DERA,51071,Q9Y315,1
DERL1,79139,Q9BUN8,2
DERL2,51009,Q9GZP9,2
DERL3,91319,Q96Q80,2
DES,1674,P17661,8
DESI1,27351,Q6ICB0,2
DET1,55070,Q7L5Y6,2
DEXI,28955,O95424,8
DFFA,1676,O00273,5
DFNA5,1687,O60443,8
DFNB31,25861,Q9P202,5
DFNB59,494513,Q0ZLH3,5
DGAT1,8694,O75907,2
DGAT2,84649,Q96PD7,2
DGAT2L6,347516,Q6ZPD8,11
DGCR14,8220,Q96DF8,2
DGCR2,9993,P98153,6
DGCR6,8214,Q14129,5
DGCR6L,85359,Q9BY27,5
DGCR8,54487,Q8WYQ5,5
DGKA,1606,P23743,2
DGKB,1607,Q9Y6T7,2
DGKD,8527,Q16760,4
DGKE,8526,P52429,2
DGKG,1608,P49619,2
DGKH,160851,Q86XP1,4
DGKI,9162,O75912,4
DGKQ,1609,P52824,5
DGKZ,8525,Q13574,4
DGUOK,1716,Q16854,2
DHCR24,1718,Q15392,1
DHCR7,1717,Q9UBM7,2
DHDDS,79947,Q86SQ9,1
DHDH,27294,Q9UQ10,1
DHFR,1719,P00374,1
DHFRL1,200895,Q86XF0,15
DHH,50846,O43323,5
DHODH,1723,Q02127,1
DHPS,1725,P49366,1
DHRS1,115817,Q96LJ7,2
DHRS11,79154,Q6UWP2,1
DHRS12,79758,A0PJE2,2
DHRS13,147015,Q6UX07,8
DHRS2,10202,Q13268,11
DHRS3,9249,O75911,3
DHRS4,10901,Q9BTZ2,1
DHRS4-AS1,0,Q9P1J3,15
DHRS7B,25979,Q6IAN0,1
DHRS7C,201140,A6NNS2,8
DHRSX,207063,Q8N5I4,6
DHTKD1,55526,Q96HY7,1
DHX15,1665,O43143,1
DHX16,8449,O60231,1
DHX29,54505,Q7Z478,2
DHX30,22907,Q7L2E3,6
DHX32,55760,Q7L7V1,8
DHX34,9704,Q14147,2
DHX35,60625,Q9H5Z1,2
DHX36,170506,Q9H2U1,2
DHX37,57647,Q8IY37,2
DHX38,9785,Q92620,1
DHX40,79665,Q8IX18,4
DHX57,90957,Q6P158,2
DHX58,79132,Q96C10,7
DHX8,1659,Q14562,1
DHX9,1660,Q08211,2
DIABLO,56616,Q9NR28,6
DIAPH1,1729,O60610,2
DIAPH2,1730,O60879,2
DIAPH3,81624,Q9NSV4,2
DICER1,23405,Q9UPY3,2
DIDO1,11083,Q9BTC0,4
DIEXF,27042,Q68CQ4,2
DIMT1,27292,Q9UNQ2,1
DIO1,1733,P49895,4
DIO2,1734,Q92813,5
DIO3,1735,P55073,8
DIP2A,23181,Q14689,1
DIP2B,57609,Q9P265,1
DIP2C,22982,Q9Y2E4,1
DIRAS1,148252,O95057,6
DIRAS2,54769,Q96HU8,6
DIRAS3,9077,O95661,14
DIRC1,116093,Q969H9,15
DIRC2,84925,Q96SL1,4
DIS3,22894,Q9Y2L1,1
DIS3L,115752,Q8TF46,1
DIS3L2,129563,Q8IYB7,2
DISC1,27185,Q9NRI5,8
DISP1,84976,Q96F81,2
DISP2,85455,A7MBM2,2
DIXDC1,85458,Q155Q3,4
DKFZP667F0711,0,Q8TCQ9,15
DKK1,22943,O94907,8
DKK2,27123,Q9UBU2,7
DKK3,27122,Q9UBP4,5
DKK4,27121,Q9UBT3,10
DKKL1,27120,Q9UK85,12
DLAT,1737,P10515,1
DLC1,10395,Q96QB1,4
DLD,1738,P09622,1
DLEC1,9940,Q9Y238,2
DLEU1,10301,O43261,14
DLG1,1739,Q12959,4
DLG2,1740,Q15700,4
DLG3,1741,Q92796,4
DLG5,9231,Q8TDM6,4
DLGAP1,9229,O14490,4
DLGAP3,58512,O95886,4
DLGAP4,22839,Q9Y2H0,4
DLGAP5,9787,Q15398,4
DLK1,8788,P80370,8
DLK2,65989,Q6UY11,8
DLL1,28514,O00548,4
DLL3,10683,Q9NYJ7,8
DLL4,54567,Q9NR61,4
DLST,1743,P36957,1
DLX1,1745,P56177,3
DLX2,1746,Q07687,8
DLX4,1748,Q92988,11
DLX5,1749,P56178,6
DLX6,1750,P56179,8
DMAP1,55929,Q9NPF5,2
DMBX1,127343,Q8NFW5,5
DMC1,11144,Q14565,1
DMD,1756,P11532,4
DMGDH,29958,Q9UI17,1
DMKN,93099,Q6E0U4,1
DMP1,1758,Q13316,9
DMPK,1760,Q09013,11
DMRT1,1761,Q9Y5R6,8
DMRT2,10655,Q9Y5R5,6
DMRT3,58524,Q9NQL9,5
DMRTA1,63951,Q5VZB9,4
DMRTA2,63950,Q96SC8,4
DMRTB1,63948,Q96MA1,9
DMRTC1,63947,Q5HYR2,12
DMRTC1B,63947,Q5HYR2,12
DMTF1,9988,Q9Y222,2
DMWD,1762,Q09019,2
DMXL1,1657,Q9Y485,2
DMXL2,23312,Q8TDJ6,2
DNA2,1763,P51530,1
DNAAF1,123872,Q8NEP3,2
DNAAF2,55172,Q9NVR5,2
DNAH10,196385,Q8IVF4,2
DNAH12,201625,Q6ZR08,2
DNAH14,127602,Q0VDD8,2
DNAH17,8632,Q9UFH2,2
DNAH2,146754,Q9P225,2
DNAH3,55567,Q8TD57,2
DNAH5,1767,Q8TE73,2
DNAH6,1768,Q9C0G6,2
DNAH7,56171,Q8WXX0,2
DNAH8,1769,Q96JB1,2
DNAH9,1770,Q9NYC9,2
DNAI1,27019,Q9UI46,2
DNAI2,64446,Q9GZS0,2
DNAJA1,3301,P31689,2
DNAJA2,10294,O60884,2
DNAJA3,9093,Q96EY1,1
DNAJA4,55466,Q8WW22,2
DNAJB1,3337,P25685,1
DNAJB11,51726,Q9UBS4,2
DNAJB12,54788,Q9NXW2,2
DNAJB13,374407,P59910,1
DNAJB14,79982,Q8TBM8,2
DNAJB2,3300,P25686,8
DNAJB4,11080,Q9UDY4,1
DNAJB5,25822,O75953,1
DNAJB6,10049,O75190,2
DNAJB7,150353,Q7Z6W7,12
DNAJB8,165721,Q8NHS0,2
DNAJB9,4189,Q9UBS3,2
DNAJC1,64215,Q96KC8,4
DNAJC10,54431,Q8IXB1,5
DNAJC11,55735,Q9NVH1,2
DNAJC12,56521,Q9UKB3,4
DNAJC13,23317,O75165,2
DNAJC14,85406,Q6Y2X3,8
DNAJC15,29103,Q9Y5T4,1
DNAJC16,23341,Q9Y2G8,2
DNAJC17,55192,Q9NVM6,2
DNAJC18,202052,Q9H819,8
DNAJC19,131118,Q96DA6,1
DNAJC2,27000,Q99543,2
DNAJC21,134218,Q5F1R6,2
DNAJC24,120526,Q6P3W2,2
DNAJC25,548645,Q9H1X3,2
DNAJC27,51277,Q9NZQ0,2
DNAJC28,54943,Q9NX36,2
DNAJC3,5611,Q13217,2
DNAJC30,84277,Q96LL9,4
DNAJC4,3338,Q9NNZ3,4
DNAJC5,80331,Q9H3Z4,5
DNAJC5B,85479,Q9UF47,4
DNAJC5G,285126,Q8N7S2,10
DNAJC6,9829,O75061,4
DNAJC7,7266,Q99615,2
DNAJC8,22826,O75937,2
DNAJC9,23234,Q8WXX5,2
DNAL1,83544,Q4LDG9,2
DNAL4,10126,O96015,2
DNALI1,7802,O14645,2
DNASE1,1773,P24855,4
DNASE1L1,1774,P49184,11
DNASE1L2,1775,Q92874,9
DNASE1L3,1776,Q13609,4
DNASE2,1777,O00115,2
DNASE2B,58511,Q8WZ79,2
DNER,92737,Q8NFT8,8
DNHD1,144132,Q96M86,4
DNLZ,728489,Q5SXM8,2
DNM1,1759,Q05193,2
DNM2,1785,P50570,2
DNMBP,23268,Q6XZF7,4
DNMT1,1786,P26358,1
DNMT3A,1788,Q9Y6K1,5
DNMT3B,1789,Q9UBC3,5
DNMT3L,29947,Q9UJW3,11
DNPEP,23549,Q9ULA0,1
DNPH1,10591,O43598,4
DNTT,1791,P04053,3
DNTTIP1,116092,Q9H147,4
DNTTIP2,30836,Q5QJE6,2
DOC2A,8448,Q14183,8
DOC2B,8447,Q14184,5
DOCK10,55619,Q96BY6,2
DOCK11,139818,Q5JSL3,2
DOCK2,1794,Q92608,3
DOCK3,1795,Q8IZD9,3
DOCK5,80005,Q9H7D0,3
DOCK6,57572,Q96HP0,2
DOCK8,81704,Q8NF50,2
DOHH,83475,Q9BU89,1
DOK1,1796,Q99704,5
DOK2,9046,O60496,5
DOK3,79930,Q7L591,10
DOK4,55715,Q8TEW6,8
DOK5,55816,Q9P104,6
DOK6,220164,Q6PKX4,8
DOK7,285489,Q18PE1,5
DOLK,22845,Q9UPQ8,2
DOLPP1,57171,Q86YN1,2
DONSON,29980,Q9NYP3,2
DOPEY1,23033,Q5JWR5,2
DOPEY2,9980,Q9Y3R5,2
DPAGT1,1798,Q9H3H5,1
DPCD,25911,Q9BVM2,2
DPCR1,135656,Q3MIW9,11
DPEP1,1800,P16444,1
DPEP3,64180,Q9H4B8,1
DPF2,5977,Q92785,4
DPH2,1802,Q9BQC3,2
DPH3,285381,Q96FX2,2
DPH6,89978,Q7L8W6,1
DPH7,92715,Q9BTV6,2
DPM2,8818,O94777,2
DPM3,54344,Q9P2X0,2
DPP10,57628,Q8N608,6
DPP3,10072,Q9NY33,2
DPP4,1803,P27487,3
DPP6,1804,P42658,6
DPP7,29952,Q9UHL4,4
DPP8,54878,Q6V1X1,2
DPPA2,151871,Q7Z7J5,12
DPPA3,359787,Q6W0C5,13
DPPA4,55211,Q7L190,11
DPPA5,340168,A6NC42,12
DPRX,503834,A6NFQ7,12
DPT,1805,Q07507,5
DPY19L1,23333,Q2PZI1,2
DPY19L2,283417,Q6NUT2,2
DPY19L3,147991,Q6ZPD9,5
DPY19L4,286148,Q7Z388,8
DPYD,1806,Q12882,1
DPYS,1807,Q14117,1
DPYSL2,1808,Q16555,1
DPYSL3,1809,Q14195,1
DPYSL4,10570,O14531,1
DPYSL5,56896,Q9BPU6,8
DQX1,165545,Q8TE96,8
DR1,1810,Q01658,2
DRAM1,55332,Q8N682,7
DRAM2,128338,Q6UX65,4
DRAP1,10589,Q14919,2
DRAXIN,374946,Q8NBI3,8
DRB4,3126,P13762,8
DRC1,92749,Q96MC2,2
DRD1,1812,P21728,4
DRD2,1813,P14416,6
DRD3,1814,P35462,8
DRD4,1815,P21917,8
DRD5,1816,P21918,6
DRG1,4733,Q9Y295,1
DRG2,1819,P55039,1
DRGX,644168,A6NNA5,6
DROSHA,29102,Q9NRR4,1
DRP2,1821,Q13474,4
DSC1,1823,Q08554,8
DSC3,1825,Q14574,8
DSCAM,1826,O60469,4
DSCAML1,57453,Q8TD84,4
DSCC1,79075,Q9BVC3,2
DSCR3,10311,O14972,2
DSCR4,10281,P56555,15
DSCR8,84677,Q96T75,15
DSE,29940,Q9UL01,5
DSEL,92126,Q8IZU8,5
DSG1,1828,Q02413,8
DSG2,1829,Q14126,8
DSG3,1830,P32926,8
DSG4,147409,Q86SJ6,8
DSN1,79980,Q9H410,5
DSP,1832,P15924,4
DSPP,1834,Q9NZW4,1
DST,667,Q03001,4
DSTN,11034,P60981,2
DSTYK,25778,Q6XUX3,4
DTD1,92675,Q8TEA8,1
DTD2,112487,Q96FN9,2
DTHD1,401124,Q6ZMT9,8
DTL,51514,Q9NZJ0,2
DTNA,1837,Q9Y4J8,4
DTNB,1838,O60941,4
DTNBP1,84062,Q96EV8,4
DTWD1,56986,Q8N5C7,2
DTWD2,285605,Q8NBA8,1
DTX1,1840,Q86Y01,5
DTX2,113878,Q86UW9,4
DTX3L,151636,Q8TDB6,2
DTX4,23220,Q9Y2E6,5
DTYMK,1841,P23919,1
DUOX1,53905,Q9NRD9,2
DUOX2,50506,Q9NRD8,2
DUOXA1,90527,Q1HG43,6
DUOXA2,405753,Q1HG44,6
DUPD1,338599,Q68J44,2
DUS1L,64118,Q6P1R4,1
DUS2,54920,Q9NX74,2
DUS3L,56931,Q96G46,1
DUS4L,11062,O95620,1
DUSP1,1843,P28562,2
DUSP10,11221,Q9Y6W6,2
DUSP11,8446,O75319,2
DUSP12,11266,Q9UNI6,2
DUSP14,11072,O95147,3
DUSP15,128853,Q9H1R2,2
DUSP16,80824,Q9BY84,2
DUSP18,150290,Q8NEJ0,8
DUSP19,142679,Q8WTR2,2
DUSP2,1844,Q05923,8
DUSP21,63904,Q9H596,14
DUSP23,54935,Q9BVJ7,1
DUSP26,78986,Q9BV47,3
DUSP27,92235,Q5VZP5,8
DUSP28,285193,Q4G0W2,2
DUSP3,1845,P51452,2
DUSP4,1846,Q13115,2
DUSP5,1847,Q16690,8
DUSP6,1848,Q16828,7
DUSP7,1849,Q16829,2
DUSP8,1850,Q13202,6
DUSP9,1852,Q99956,2
DUT,1854,P33316,1
DUX4L2,22947,P0CJ85,2
DVL1,1855,O14640,4
DVL2,1856,O14641,4
DVL3,1857,Q92997,4
DXO,1797,O77932,2
DYDC1,143241,Q8WWB3,2
DYDC2,84332,Q96IM9,12
DYM,54808,Q7RTS9,2
DYNAP,284254,Q8N1N2,11
DYNC1H1,1778,Q14204,2
DYNC1I1,1780,O14576,2
DYNC1I2,1781,Q13409,2
DYNC1LI1,51143,Q9Y6G9,2
DYNC1LI2,1783,O43237,2
DYNC2H1,79659,Q8NCM8,2
DYNC2LI1,51626,Q8TCX1,2
DYNLL1,8655,P63167,2
DYNLRB1,83658,Q9NP97,2
DYNLRB2,83657,Q8TF09,2
DYNLT1,6993,P63172,2
DYNLT3,6990,P51808,2
DYRK1A,1859,Q13627,2
DYRK1B,9149,Q9Y463,2
DYRK2,8445,Q92630,2
DYRK3,8444,O43781,2
DYRK4,8798,Q9NR20,2
DYSF,8291,O75923,2
DYTN,391475,A2CJ06,8
DYX1C1,161582,Q8WXU2,2
DZANK1,55184,Q9NVP4,4
DZIP1,22873,Q86YF9,2
DZIP1L,199221,Q8IYY4,6
DZIP3,9666,Q86Y13,6
E2F2,1870,Q14209,2
E2F3,1871,O00716,2
E2F4,1874,Q16254,2
E2F5,1875,Q15329,8
E2F6,1876,O75461,8
E2F7,144455,Q96AV8,2
E2F8,79733,A0AVK6,4
E4F1,1877,Q66K89,6
EAF1,85403,Q96JC9,6
EAF2,55840,Q96CJ1,4
EAPP,55837,Q56P03,2
EBF1,1879,Q9UH73,4
EBF2,64641,Q9HAK2,4
EBF3,253738,Q9H4W6,4
EBF4,57593,Q9BQW3,4
EBI3,10148,Q14213,8
EBNA1BP2,10969,Q99848,2
EBP,10682,Q15125,2
EBPL,84650,Q9BY08,3
ECD,11319,O95905,2
ECE1,1889,P42892,1
ECE2,9718,P0DPD6,1
ECEL1,9427,O95672,8
ECH1,1891,Q13011,1
ECHDC1,55862,Q9NTX5,1
ECHDC2,55268,Q86YB7,1
ECHDC3,79746,Q96DC8,1
ECHS1,1892,P30084,1
ECI1,1632,P42126,2
ECI2,10455,O75521,1
ECM1,1893,Q16610,8
ECM2,1842,O94769,7
ECSIT,51295,Q9BQ95,4
ECT2,1894,Q9H8V3,4
ECT2L,345930,Q008S8,4
EDA,1896,Q92838,5
EDA2R,60401,Q9HAV5,9
EDAR,10913,Q9UNE0,8
EDARADD,128178,Q8WWZ3,8
EDC3,80153,Q96F86,5
EDC4,23644,Q6P2E9,2
EDDM3A,10876,Q14507,14
EDDM3B,64184,P56851,11
EDEM1,9695,Q92611,2
EDEM2,55741,Q9BV94,2
EDEM3,80267,Q9BZQ6,4
EDF1,8721,O60869,2
EDIL3,10085,O43854,4
EDN1,1906,P05305,8
EDN2,1907,P20800,8
EDN3,1908,P14138,8
EDNRA,1909,P25101,8
EDNRB,1910,P24530,8
EDRF1,26098,Q3B7T1,2
EEA1,8411,Q15075,6
EED,8726,O75530,2
EEF1A1,1915,P68104,1
EEF1A2,1917,Q05639,1
EEF1B2,1933,P24534,2
EEF1D,1936,P29692,2
EEF1E1,9521,O43324,2
EEF2,1938,P13639,1
EEF2K,29904,O00418,2
EEFSEC,60678,P57772,1
EEPD1,80820,Q7L9B9,1
EFCAB10,0,A6NFE3,2
EFCAB11,90141,Q9BUY7,4
EFCAB12,90288,Q6NXP0,4
EFCAB13,124989,Q8IY85,10
EFCAB14,9813,O75071,4
EFCAB3,146779,Q8N7B9,9
EFCAB4B,84766,Q9BSW2,4
EFCAB5,374786,A4FU69,5
EFCAB6,64800,Q5THR3,4
EFCAB7,84455,A8K855,4
EFCAB9,285588,A8MZ26,5
EFCC1,79825,Q9HA90,8
EFEMP1,2202,Q12805,8
EFEMP2,30008,O95967,8
EFHB,151651,Q8N7U6,2
EFHC1,114327,Q5JVL4,2
EFHC2,80258,Q5JST6,2
EFHD1,80303,Q9BUP0,4
EFHD2,79180,Q96C19,4
EFNA1,1942,P20827,8
EFNA2,1943,O43921,8
EFNA3,1944,P52797,7
EFNA5,1946,P52803,7
EFNB1,1947,P98172,8
EFNB2,1948,P52799,5
EFNB3,1949,Q15768,7
EFR3A,23167,Q14156,2
EFR3B,22979,Q9Y2G0,2
EFS,10278,O43281,8
EFTUD1,79631,Q7Z2Z2,2
EFTUD2,9343,Q15029,1
EGF,1950,P01133,8
EGFL6,25975,Q8IUX8,8
EGFL7,51162,Q9UHF1,6
EGFL8,80864,Q99944,5
EGFLAM,133584,Q63HQ2,4
EGFR,1956,P00533,6
EGLN1,54583,Q9GZT9,1
EGLN2,112398,Q96KS0,8
EGLN3,112399,Q9H6Z9,2
EGR1,1958,P18146,4
EGR2,1959,P11161,6
EGR3,1960,Q06889,6
EGR4,1961,Q05215,9
EHBP1,23301,Q8NDI1,4
EHBP1L1,254102,Q8N3D4,6
EHD1,10938,Q9H4M9,2
EHD2,30846,Q9NZN4,2
EHD3,30845,Q9NZN3,2
EHD4,30844,Q9H223,2
EHF,26298,Q9NZC4,6
EHHADH,1962,Q08426,1
EHMT1,79813,Q9H9B1,2
EHMT2,10919,Q96KQ7,2
EI24,9538,O14681,2
EID2,163126,Q8N6I1,5
EID2B,126272,Q96D98,13
EIF1,10209,P41567,2
EIF1AD,84285,Q8N9N8,2
EIF1AX,1964,P47813,1
EIF1AY,9086,O14602,1
EIF1B,10289,O60739,2
EIF2A,83939,Q9BY44,2
EIF2AK1,27102,Q9BQI3,2
EIF2AK2,5610,P19525,2
EIF2AK3,9451,Q9NZJ5,4
EIF2AK4,440275,Q9P2K8,2
EIF2B1,1967,Q14232,5
EIF2B2,8892,P49770,1
EIF2B3,8891,Q9NR50,2
EIF2B4,8890,Q9UI10,2
EIF2B5,8893,Q13144,2
EIF2D,1939,P41214,2
EIF2S1,1965,P05198,1
EIF2S2,8894,P20042,1
EIF2S3,1968,P41091,1
EIF2S3L,0,NA,1
EIF3A,8661,Q14152,2
EIF3C,8663,Q99613,2
EIF3CL,8663,Q99613,2
EIF3E,3646,P60228,2
EIF3F,8665,O00303,2
EIF3G,8666,O75821,2
EIF3I,8668,Q13347,2
EIF3J,8669,O75822,2
EIF3K,27335,Q9UBQ5,2
EIF3M,10480,Q7L2H7,2
EIF4A1,1973,P60842,1
EIF4A2,1974,Q14240,1
EIF4A3,9775,P38919,1
EIF4E1B,253314,A6NMX2,2
EIF4E2,9470,O60573,2
EIF4E3,317649,Q8N5X7,2
EIF4EBP1,1978,Q13541,4
EIF4EBP2,1979,Q13542,4
EIF4EBP3,8637,O60516,8
EIF4ENIF1,56478,Q9NRA8,5
EIF4G1,1981,Q04637,2
EIF4G3,8672,O43432,2
EIF4H,7458,Q15056,2
EIF5,1983,P55010,2
EIF5A,1984,P63241,1
EIF5A2,56648,Q9GZV4,1
EIF5B,9669,O60841,1
EIF6,3692,P56537,1
ELAC1,55520,Q9H777,1
ELAC2,60528,Q9BQ52,1
ELANE,1991,P08246,10
ELAVL1,1994,Q15717,8
ELAVL3,1995,Q14576,8
ELAVL4,1996,P26378,2
ELF1,1997,P32519,4
ELF2,1998,Q15723,5
ELF3,1999,P78545,6
ELF4,2000,Q99607,8
ELF5,2001,Q9UKW6,9
ELK3,2004,P41970,6
ELK4,2005,P28324,6
ELL,8178,P55199,6
ELL2,22936,O00472,4
ELL3,80237,Q9HB65,8
ELMO1,9844,Q92556,2
ELMO2,63916,Q96JJ3,2
ELMO3,79767,Q96BJ8,2
ELMOD1,55531,Q8N336,2
ELMOD2,255520,Q8IZ81,2
ELMSAN1,91748,Q6PJG2,8
ELN,2006,P15502,3
ELOF1,84337,P60002,2
ELOVL1,64834,Q9BW60,6
ELOVL2,54898,Q9NXB9,2
ELOVL3,83401,Q9HB03,6
ELOVL4,6785,Q9GZR5,2
ELOVL5,60481,Q9NYP7,8
ELOVL6,79071,Q9H5J4,2
ELP2,55250,Q6IA86,2
ELP3,55140,Q9H9T3,1
ELP4,26610,Q96EB1,2
ELP5,23587,Q8TE02,4
ELP6,54859,Q0PNE2,2
ELSPBP1,64100,Q96BH3,5
ELTD1,64123,Q9HBW9,8
EMB,133418,Q6PCB8,8
EMC1,23065,Q8N766,2
EMC2,9694,Q15006,2
EMC3,55831,Q9P0I2,2
EMC4,51234,Q5J8M3,2
EMC6,83460,Q9BV81,2
EMC7,56851,Q9NPA0,2
EMC8,10328,O43402,2
EMC9,51016,Q9Y3B6,2
EMCN,51705,Q9ULC0,9
EMD,2010,P50402,10
EME1,146956,Q96AY2,4
EME2,197342,A4GXA9,8
EMID1,129080,Q96A84,8
EMILIN1,11117,Q9Y6C2,8
EMILIN2,84034,Q9BXX0,8
EMILIN3,90187,Q9NT22,8
EML1,2009,O00423,4
EML2,24139,O95834,4
EML3,256364,Q32P44,4
EML4,27436,Q9HC35,4
EML5,161436,Q05BV3,2
EML6,400954,Q6ZMW3,2
EMP1,2012,P54849,9
EMP2,2013,P54851,8
EMP3,2014,P54852,6
EMR1,2015,Q14246,10
EMR2,30817,Q9UHX3,8
EMR3,84658,Q9BY15,6
EMX1,2016,Q04741,5
EN1,2019,Q05925,6
EN2,2020,P19622,6
ENAH,55740,Q8N8S7,5
ENAM,10117,Q9NRM1,10
ENC1,8507,O14682,8
ENDOD1,23052,O94919,8
ENDOG,2021,Q14249,1
ENDOU,8909,P21128,2
ENG,2022,P17813,9
ENGASE,64772,Q8NFI3,1
ENHO,375704,Q6UWT2,12
ENKD1,84080,Q9H0I2,2
ENKUR,219670,Q8TC29,2
ENO1,2023,P06733,1
ENO2,2026,P09104,1
ENO4,387712,A6NNW6,4
ENOPH1,58478,Q9UHY7,1
ENOSF1,55556,Q7L5Y1,1
ENOX1,55068,Q8TC92,5
ENOX2,10495,Q16206,5
ENPEP,2028,Q07075,4
ENPP1,5167,P22413,1
ENPP2,5168,Q13822,1
ENPP3,5169,O14638,1
ENPP4,22875,Q9Y6X5,6
ENPP5,59084,Q9UJA9,1
ENPP6,133121,Q6UWR7,6
ENPP7,339221,Q6UWV6,7
ENSA,2029,O43768,8
ENTHD1,150350,Q8IYW4,10
ENTHD2,146705,Q96N21,2
ENTPD1,953,P49961,2
ENTPD2,954,Q9Y5L3,6
ENTPD3,956,O75355,2
ENTPD4,9583,Q9Y227,2
ENTPD5,957,O75356,2
ENTPD6,955,O75354,2
ENTPD7,57089,Q9NQZ7,2
ENTPD8,377841,Q5MY95,2
ENY2,56943,Q9NPA8,2
EOGT,285203,Q5NDL2,4
EOMES,8320,O95936,8
EP300,2033,Q09472,2
EP400,57634,Q96L91,2
EP400NL,347918,Q6ZTU2,2
EPAS1,2034,Q99814,5
EPB41,2035,P11171,4
EPB41L2,2037,O43491,4
EPB41L3,23136,Q9Y2J2,4
EPB41L4A,64097,Q9HCS5,5
EPB41L4B,54566,Q9H329,8
EPB41L5,57669,Q9HCM4,4
EPB42,2038,P16452,9
EPC1,80314,Q9H2F5,2
EPC2,26122,Q52LR7,2
EPCAM,4072,P16422,8
EPDR1,54749,Q9UM22,7
EPG5,57724,Q9HCE0,4
EPGN,255324,Q6UW88,9
EPHA1,2041,P21709,4
EPHA2,1969,P29317,4
EPHA3,2042,P29320,4
EPHA4,2043,P54764,4
EPHA5,2044,P54756,4
EPHA6,285220,Q9UF33,4
EPHA7,2045,Q15375,4
EPHA8,2046,P29322,4
EPHB1,2047,P54762,4
EPHB2,2048,P29323,4
EPHB3,2049,P54753,4
EPHB4,2050,P54760,4
EPHB6,2051,O15197,4
EPHX1,2052,P07099,3
EPHX3,79852,Q9H6B9,6
EPHX4,253152,Q8IUS5,1
EPM2A,7957,O95278,2
EPM2AIP1,9852,Q7L775,12
EPN1,29924,Q9Y6I3,2
EPN2,22905,O95208,2
EPO,2056,P01588,8
EPOR,2057,P19235,8
EPRS,2058,P07814,1
EPS15,2060,P42566,2
EPS15L1,58513,Q9UBC2,2
EPS8,2059,Q12929,4
EPS8L1,54869,Q8TE68,8
EPS8L2,64787,Q9H6S3,4
EPS8L3,79574,Q8TE67,8
EPSTI1,94240,Q96J88,5
EPT1,85465,Q9C0D9,2
EPX,8288,P11678,7
EPYC,1833,Q99645,8
EQTN,54586,Q9NQ60,12
ERAL1,26284,O75616,1
ERAP1,51752,Q9NZ08,4
ERAS,3266,Q7Z444,12
ERBB2,2064,P04626,6
ERBB2IP,55914,Q96RT1,5
ERBB3,2065,P21860,6
ERBB4,2066,Q15303,6
ERC1,23085,Q8IUD2,6
ERC2,26059,O15083,6
ERCC2,2068,P18074,1
ERCC3,2071,P19447,1
ERCC4,2072,Q92889,1
ERCC5,2073,P28715,2
ERCC6,2074,Q03468,1
ERCC6-PGBD3,2074,P0DP91,5
ERCC6L,54821,Q2NKX8,2
ERCC6L2,375748,Q5T890,2
ERCC8,1161,Q13216,2
EREG,2069,O14944,9
ERF,2077,P50548,7
ERG,2078,P11308,4
ERGIC1,57222,Q969X5,2
ERGIC3,51614,Q9Y282,2
ERI1,90459,Q8IV48,1
ERI2,112479,A8K979,1
ERI3,79033,O43414,1
ERICH1,157697,Q86X53,8
ERLEC1,27248,Q96DZ1,2
ERLIN1,10613,O75477,2
ERLIN2,11160,O94905,2
ERMAP,114625,Q96PL5,10
ERMARD,55780,Q5T6L9,2
ERMN,57471,Q8TAM6,9
ERMP1,79956,Q7Z2K6,2
ERN1,2081,O75460,2
ERN2,10595,Q76MJ5,2
ERO1L,30001,Q96HE7,2
ERO1LB,56605,Q86YB8,2
ERP27,121506,Q96DN0,8
ERP29,10961,P30040,2
ERP44,23071,Q9BS26,4
ERRFI1,54206,Q9UJM3,8
ERV3-1,2086,Q14264,8
ERVFRD-1,405754,P60508,6
ERVW-1,30816,Q9UQF0,6
ESAM,90952,Q96AP7,8
ESCO1,114799,Q5FWF5,2
ESCO2,157570,Q56NI9,2
ESD,2098,P10768,1
ESF1,51575,Q9H501,2
